tipologradouro_1,tipologradouro_2,logradouro_1,logradouro_2,bairro_1,bairro_2,municipio_1,municipio_2,rua,bairro
,,ROQUETE PINTO,ROQUETE PINTO,ALTINOPOLIS,ALTINOPOLIS,GOVERNADOR VALADARES,GOVERNADOR VALADARES,1,1
,,MAR DE ESPANHA,MAR DE ESPANHA,SANTA HELENA,SANTA HELENA,GOVERNADOR VALADARES,GOVERNADOR VALADARES,1,1
,,GERALDO DAFLON FARIA,GERALDO DAFLON FARIAS,STA ROSA DE LIMA,SANTA ROSA DE LIMA,GOVERNADOR VALADARES,GOVERNADOR VALADARES,,
,,CRAVINA,CRAVINA,BOM JARDIM,BOM JARDIM,IPATINGA,IPATINGA,1,1
AVENIDA,,JOSE RAIMUNDO,JOSE RAIMUNDO,GRANJAS VAGALUME,GRANJAS VAGALUME,IPATINGA,IPATINGA,1,1
,,CESARIO ALVIM,CESARIO ALVIM,CENTRO,CENTRO,CARATINGA,CARATINGA,1,1
,,JOAO ALVES DE OLIVEIRA,JOAO ALVES DE OLIVEIRA,TRIANGULO NOVO,TRIANGULO NOVO,PONTE NOVA,PONTE NOVA,1,1
,,DOLORES AGUIAR RABELO,AVENIDA DOLORES DE AGUIAR RABELO,INTERLAGOS,INTERLAGOS,DIVINOPOLIS,DIVINOPOLIS,,1
,,TEODORO FERREIRA,JOSE TEODORO FERREIRA,SANTA ROSA,SANTA ROSA,DIVINOPOLIS,DIVINOPOLIS,,1
,,LAMBARI,LAMBARI,SANTO ANTONIO,SANTO ANTONIO,PARA DE MINAS,PARA DE MINAS,1,1
,,JOSE SERVULO SOALHEIRO,JOSE SERVULO SOALHEIRO,ESPERANCA,BOA VISTA,SETE LAGOAS,SETE LAGOAS,,
,,DOZE,DOZE,ALVORADA,CIDADE DE DEUS,SETE LAGOAS,SETE LAGOAS,,
,,DAS ROSAS 654 APTO 603 SAO,DAS ROSAS,,SAO PEDRO,ITABIRA,ITABIRA,,
RUA,,JOSE NUNES LEAL,JOSE NUNES LEAL,SANTA LUZIA,SANTA LUZIA,JUIZ DE FORA,JUIZ DE FORA,1,1
,,GERALDO FERREIRA GOMES,GERALDO FERREIRA GOMES,IPIRANGA,IPIRANGA,JUIZ DE FORA,JUIZ DE FORA,1,1
,RUA,EVARISTO DE SA ALVES,EVARISTO DE SA ALVES,MORRO DA GLORIA,MORRO DA GLORIA,JUIZ DE FORA,JUIZ DE FORA,1,1
,,RUA ADOLPHO KIRCHMAIER,ADOLFO KIRCHMAIER,SAO PEDRO,SAO PEDRO,JUIZ DE FORA,JUIZ DE FORA,,1
,,ROQUE PICORELLI,ROQUE PICORELLI,GRAJAU,GRAJAU,JUIZ DE FORA,JUIZ DE FORA,1,1
,RUA,JOSE DIAS FERREIRA,JOSE DIAS FERREIRA NO190 SAO FR,SAO FRANCISCO DE PA,,JUIZ DE FORA,JUIZ DE FORA,,
,RUA,JOAO BATISTA MONTEIRO,JOAO BATISTA MONTEIRO,JOAO PAULO II,JOAO PAULO II,BARBACENA,BARBACENA,1,1
,,CUIABA,CUIABA,JARDIM COLEGIO DE P,JD COLEGIO DE PASSO,PASSOS,PASSOS,,
,,ANANIAS TEIXEIRA JUNIOR,ANANIAS TEIXEIRA JUNIOR,ALVORADA,ALVORADA,ARAXA,ARAXA,1,1
RUA,OUTROS,R PADRE ANCHIETA,ARTUR BERNARDES,LIDICE,MARTINS,UBERLANDIA,UBERLANDIA,,
,,ANTONIO CRESCENCIO,ANTONIO CRESCENCIO,APARECIDA,NOSSA SRA APARECIDA,UBERLANDIA,UBERLANDIA,,
,,R ALAMANDAS,R DAS DIRETAS,CIDADE JARDIM,AURORA 2,UBERLANDIA,UBERLANDIA,,
,,RIO GRANDE DO SUL,RIO GRANDE DO SUL,MARTA HELENA,MARTA HELENA,UBERLANDIA,UBERLANDIA,1,1
,,PROFESSOR,DO PROFESSOR,SANTO INACIO,JARDIM DAS PALMEIRA,UBERLANDIA,UBERLANDIA,,
ALAMEDA,,BLADILEI ALVES CARDOSO,BLADINEI ALVES CARSOSO,JARDIM HOLANDA,JARDIM HOLANDA,UBERLANDIA,UBERLANDIA,,1
,,JOAQUIM ROBERTO DE SOUZA,LAZARO HERCULANO FRANCA,TOCANTINS,BAIRRO TOCANTINS,UBERLANDIA,UBERLANDIA,,
,,DONA LUIZA,LOCALIDADE PINDAIBAS,PINDAIBAS,PINDAIBAS,PATOS DE MINAS,PATOS DE MINAS,,1
,,MONTE PLANO,MONTE PLANO,CINTRA,SANTA RITA,MONTES CLAROS,MONTES CLAROS,,
,RUA,PADRE VIEIRA,PADRE VIEIRA,SAO JUDAS,SAO JUDAS TADEU,MONTES CLAROS,MONTES CLAROS,,
,,MIRALTA,MIRALTA,VILA TIRADENTES,TIRADENTES,MONTES CLAROS,MONTES CLAROS,,
,,LAD DA PRACA,DA PRACA,CENTRO,CENTRO,SALVADOR,SALVADOR,,1
,,TEIXEIRA MENDES,TEIXEIRA MENDES TRAVESSA CRUZEIRO,FEDERACAO,ALTO DAS POMBAS,SALVADOR,SALVADOR,,
,,LAD SANTA RITA,SANTA RITA,MATATU,MATATU,SALVADOR,SALVADOR,,1
,,EDSON SALDANHA,EDSON SALDANHA,VALE DO MATATU,MATATU,SALVADOR,SALVADOR,,
,,EUFROSINA MIRANDA,EUFROSINA MIRANDA,PAU MIUDO,PAU MIUDO,SALVADOR,SALVADOR,1,1
LADEIRA,,SAO FRANCISCO DE PAULA,SAO FRANCISCO DE PAULA,LIBERDADE,LIBERDADE,SALVADOR,SALVADOR,1,1
,,MEIRELES,2 TRAVESSA DA MEIRELES,PERO VAZ,LIBERDADE,SALVADOR,SALVADOR,,
,,DR ARLINDO TELES,DR ARLINDO TELES,SANTA MONICA,SANTA MONICA,SALVADOR,SALVADOR,1,1
,,REGIONAL,MELO MORAIS FILHO 508 AV COSME,,FAZ GRANDE RETIRO,SALVADOR,SALVADOR,,
,,OSNIR,OSNI,FZ GRANDE DO RETIRO,FAZENDA GRANDE DO R,SALVADOR,SALVADOR,,
,,RUA PROMOTOR RAPOLD FILHO,LADEIRA DA ALEGRIA,B V DE S CAETANO,SAO CAETANO,SALVADOR,SALVADOR,,
,,ALVARES DE AZEVEDO,ALVARES DE AZEVEDO,BONFIM,BONFIM,SALVADOR,SALVADOR,1,1
,,DO URUGUAI,R DO URUGUAI,URUGUAI,URUGUAI,SALVADOR,SALVADOR,,1
RUA,,DAS MALVINAS,DAS MALVINAS,PRAIA GRANDE,PRAIA GRANDE,SALVADOR,SALVADOR,1,1
,,RUA 1O DE MAIO,PRIMEIRO DE MAIO,PERNAMBUES,PERNAMNUES,SALVADOR,SALVADOR,,
,,R TENENTE VALMIR ALCANTARA,TENENTE VALMIR ALCANTARA,CABULA,CABULA,SALVADOR,SALVADOR,,1
RUA,,REDENCAO,DA REDENCAO,SAO MARCOS,SAO MARCOS,SALVADOR,SALVADOR,,1
,,PROFESSOR MAGALHAES NETO,PROFESSOR MAGALHAES NETO,PITUBA,PITUBA,SALVADOR,SALVADOR,1,1
RUA,TRAVESSA,MARIA QUITERIA COND MORADA DAS FLORES,MARIA QUITERIA,ITINGA,ITINGA,LAURO DE FREITAS,LAURO DE FREITAS,,1
,,ALTO DA BELA VISTA,DIRETA DE JAUA,JAUA,JAUA,CAMACARI,CAMACARI,,1
,,LICIO FALCAO DE AZEVEDO,GRACIONE DIAS,SUBAE,PANORAMA,FEIRA DE SANTANA,FEIRA DE SANTANA,,
,,MELO FIGUEREDO QD X CASA 77,CORPO E ALMA,GABRIELA,GABRIELA,FEIRA DE SANTANA,FEIRA DE SANTANA,,1
,,AVELINO LOPES,AVELINO LOPES,PQ G VARGAS,PQ GETULIO VARGAS,FEIRA DE SANTANA,FEIRA DE SANTANA,,
,RUA,CAPIM GROSSO,CAPIM GROSSO,CONCEICAO,CONCEICAO,FEIRA DE SANTANA,FEIRA DE SANTANA,1,1
TRAVESSA,TRAVESSA,CHACARA MIRINEU,CHACARA MININEU,,STO ANTONIO PRAZERE,FEIRA DE SANTANA,FEIRA DE SANTANA,,
,,CORACAO DE MARIA,CORACAO DE MARIA,TOMBA,TOMBA,FEIRA DE SANTANA,FEIRA DE SANTANA,1,1
,,ANGELINA BORGES,ANGELINA BORGES,AVIARIO,AVAIARIO,FEIRA DE SANTANA,FEIRA DE SANTANA,,
,,I,I Q 6 LT 27,ESPIRITO SANTO,ESPIRITO SANTO,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,,1
,,R IPIRANGA,IPIRANGA,JOAQUIM ROMAO,JOAQUIM ROMAO,JEQUIE,JEQUIE,,1
,,R CARLOS TEIXEIRA BARRETO,R CARLOS TEIXEIRA BARRETO,SAO CAETANO,SAO CAETANO,ITABUNA,ITABUNA,1,1
,,SAO JORGE,SAO JORGE,SALOBRINHO,SALOBRINHO,ILHEUS,ILHEUS,1,1
RUA,RUA,CLERISTON ANDRADE,CLERISTON ANDRADE,CENTRO,CENTRO,LUIS EDUARDO MAGALHAES,LUIS EDUARDO MAGALHAES,1,1
,RUA,ANTONIO CARLOS MAGALHAES,QD RUA,SANTO ANTONIO,CONTRY CLUB,JUAZEIRO,JUAZEIRO,,
,RUA,HUMBERTO PINTO VALLE CON. M. O. NIEMEY,HUMBERTO PINTO DO VALLE,JARDINS,GRAGERU,ARACAJU,ARACAJU,,
AVENIDA,,TARCICIO DANIEL DOS SANTOS,DOUTOR TARCISIO DANIEL DOS SANTOS,FAROLANDIA,FAROLANDIA,ARACAJU,ARACAJU,,1
RUA,RUA,R FRANCISCO DE ASSIS DELMONDES P FREITAS,URBANO NETO,COROA DO MEIO,COROA DO MEIO,ARACAJU,ARACAJU,,1
,,DELMIRO GOUVEIA,ADELMIRO GOUVEIA,COROA DO MEIO,COROA DO MEIO,ARACAJU,ARACAJU,,1
,,PUREZA BOMFIM,C1 LOT VITORIA REGIA,SANTOS DUMONT,SANTOS DUMONT,ARACAJU,ARACAJU,,1
,,SANTA GLEIDE,SANTA GLEIDE,OLARIA,JARDIM CENTENARIO,ARACAJU,ARACAJU,,
,,TRAV PROFESSORA GRAZIELA,PROFESSORA GRAZIELA,PONTO NOVO,PONTO NOVO,ARACAJU,ARACAJU,,1
,,2 TRAV ACENIO CALACO,NOSSA SENHORA DE FATIMA,SAN MARTIN,SAN MARTIN,RECIFE,RECIFE,,1
,,DOUTOR FREITAS LINS,DOUTOR FREITAS LINS,DOUTOR FREITAS LINS,JARDIM SAO PAULO,RECIFE,RECIFE,,
,AVENIDA,VISCO NDE DE JEQUINTINHONHA,VISCONDE DE JEQUITINHONHA,BOA VIAGEM,BOA VIAGEM,RECIFE,RECIFE,,1
,,CORREGO JOAO FRANCISCO,CORREGO JOAO FRANCISCO,BOMBA DO HEMETERIO,AGUA FRIA,RECIFE,RECIFE,,
,,NOVA JALES,NOVA JALES,CAJUEIRO,CAJUEIRO,RECIFE,RECIFE,1,1
RUA,,MANOEL GRACILIANO DE SOUZA,R MANOEL GRACILIANO DE SOUZA,JARDIM ATLANTICO,JD ATLANTICO,OLINDA,OLINDA,,
,,ESTRADA DE AGUAS COMPRIDAS,DE AGUAS COMPRIDAS,AGUAS COMPRIDAS,AGUAS COMPRIDAS,OLINDA,OLINDA,,1
RUA,,TEREZOPOLIS,TERESOPOLIS,SAPUCAIA,SAUCAIA DE DENTRO,OLINDA,OLINDA,,
,OUTROS,ANTONIO DE MATOS PEIXOTO GUIMARAES,ANTONIO DE MATOS PEIXOTO GUIMARAES,JARDIM BRASIL,PEIXINHOS,OLINDA,OLINDA,,
,OUTROS,LEONEL MACIEL MONTEIRO,LEONEL MACIEL MONTEIRO,OURO PRETO,OURO PRETO,OLINDA,OLINDA,1,1
,,NIGERIA,NIGERIA,NOSSA SRA DO O,PAU AMARELO,PAULISTA,PAULISTA,,
,AVENIDA,DOUTOR CLAUDIO JOSE GUEIROS LEITE,DR CLAUDIO JOSE GUEIROS LEITE,JANGA,JANGA,PAULISTA,PAULISTA,,1
,,MANUEL BORBA,MANUEL BORBA,CASCATA,CASCATA,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,1,1
,,SANTA MONICA,SANTA MONICA,CAJUEIRO SECO,CAJUEIRO SECO,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,1,1
,,CONDE DA BOA VISTA,CONDE DA BOA VISTA,PRAZERES,PRAZERES,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,1,1
OUTROS,,SUCUPIRA DO NORTE,8A TRAV SUCUPIRA DO NORTE,PIEDADE,PIEDADE,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,,1
,,IEN,RUA 1 TV GETULIO VARGAS,PONTEZINHA,CUCURANA,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,,
,,CARDEAL SILVA,CARD SILVA,TABATINGA,TABATINGA,CAMARAGIBE,CAMARAGIBE,,1
,,RUI BARBOSA,RUI BARBOSA,DIVINOPOLIS,DIVINOPOLIS,CARUARU,CARUARU,1,1
,,JOSE FRANCISCO,AGAMENON MAGALHAES,ITAUNA,MAURICIO DE NASSAU,CARUARU,CARUARU,,
,,MONTEIRO LOBATO,MONTEIRO LOBATO,TANCREDO NEVES,PONTE NOVA,BELO JARDIM,BELO JARDIM,,
,,ROSITA FREIRE,ROSITA FREIRE,CAJA,CAJA,CARPINA,CARPINA,1,1
,,JOAO CLEMENTINO,JOAO CLEMENTINO,CENTRO,CENTRO,PETROLINA,PETROLINA,1,1
,RUA,R JOSE CANTALICE,JOSE CANTALICE,JARDIM AMAZONAS,JARDIM AMAZONAS,PETROLINA,PETROLINA,,1
RUA,,NETO CAVALCANTE,RUA NETO CAVALCANTE,CENTRO,CENTRO,ARCOVERDE,ARCOVERDE,,1
,,DOS PESCADORES,DOS PESCADORES,PONTA GROSSA,VERGEL DO LAGO,MACEIO,MACEIO,,
,,DR ABELARDO PONTES LIMA,DR ABELARDO PONTES LIMA,VERGEL DO LAGO,VERGEL DO LAGO,MACEIO,MACEIO,1,1
,RUA,DOMINGOS LORDSLEEN,DOMINGOS LORDSLEEN,PAJUCARA,PAJUCARA,MACEIO,MACEIO,1,1
,,SANTA TEREZINHA,SANTA TEREZINHA,BARRO DURO,BARRO DURO,MACEIO,MACEIO,1,1
,,PROJETADA 930 LOT ANTARES I,PROJETADA 930,ANTARES,ANTARES,MACEIO,MACEIO,,1
CONDOMINIO,,JARDIM DO HORTO,MARIO LOBO,GRUTA DE LOURDES,PITANGUINHA,MACEIO,MACEIO,,
,,MENDONCA JUNIOR,ROTARY,GRUTA DE LOUDES,GRUTA DE LOURDES,MACEIO,MACEIO,,
,,AYRTON SENNA DA SILVA,R DONA MARIA LOURDES BRANDAO,TABULEIRO NOVO,SANTA AMELIA,MACEIO,MACEIO,,
,,DOS PRUDENTES,DOS PRUDENTES,RIO NOVO,RIO NOVO,MACEIO,MACEIO,1,1
,RUA,R ANA ROSA DE OLIVEIRA,ANA ROSA DE OLIVEIRA,SAO LUIZ 2,SAO LUIZ II,ARAPIRACA,ARAPIRACA,,
,,NOVA LIBERDADE,NOVA LIBERDADE,ILHA DO BISPO,ILHA DO BISPO,JOAO PESSOA,JOAO PESSOA,1,1
RUA,,DESEMBARGADOR BOTO DE MENEZES,DESEMBARGADOR BOTO DE MENEZES,TAMBIA,JARDIM DAS ACACIAS,JOAO PESSOA,JOAO PESSOA,,
,,MANOEL PAULINO JUNIOR,WANDICK FILGUEIRAS,TAMBAUZINHO,TAMBAUZINHO,JOAO PESSOA,JOAO PESSOA,,1
,,HILTON SOUTO MAIOR,AV HILTON SOUTO MAIOR,PORTAL DO SOL,JOSE AMERICO,JOAO PESSOA,JOAO PESSOA,,
,,NOEL ROSA,NOEL ROSA,ALTO DO MATEUS,ALTO DO MATEUS,JOAO PESSOA,JOAO PESSOA,1,1
,,BOM JESUS,BOM JESUS,SESI,SESI,BAYEUX,BAYEUX,1,1
,,CLEMENTINO SIQUEIRA,CLEMENTINO SIQUEIRA,JARDIM TAVARES,ALTO BRANCO,CAMPINA GRANDE,CAMPINA GRANDE,,
,,JUSTINIANO GUEDES,JUSTINIANO GUEDES,JATOBA,JATOBA,PATOS,PATOS,1,1
,,DOS PAIATIS,DOS PAIATIS,ALECRIM,ALECRIM,NATAL,NATAL,1,1
,,R SAO LUIZ,Rua SAO LUIS,BOM PASTOR,REDINHA,NATAL,NATAL,,
,,AV INTERVENTOR MARIO CAMARA,INTERV MARIO CAMARA,DIX SEPT ROSADO,NOVA CIDADE,NATAL,NATAL,,
,RUA,FORTE DO REIS MAGOS,PRINCESA LEOPOLDINA,NOSSA SRA NAZARE,CANDELARIA,NATAL,NATAL,,
,,R TRAIRI,TRAIRI,FELIPE CAMARAO,FELIPE CAMARAO,NATAL,NATAL,,1
,,SANTA QUITERIA,SANTA QUITERIA,PLANALTO,PLANALTO,NATAL,NATAL,1,1
AVENIDA,,AYRTON SENNA,FILADELFIA,NEOPOLIS,NEOPOLIS,NATAL,NATAL,,1
,,MARIA JOSE LIRA,MARIA JOSE LIRA,N SRA APRESENTACAO,NSA SRA APRESENTACA,NATAL,NATAL,,
,TRAVESSA,LINDALVA OLEGARIO DA SILVA,LINDALVA OLEGARIO DA SILVA,N S APRESENTRACAO,CENTRO,NATAL,NATAL,,
,,SERRA DA MANTIQUEIRA,SERRA DA MANTIQUEIRA,POTENGI,POTENGI,NATAL,NATAL,1,1
,RUA,ELIS REGINA,ELIS REGINA,PASSAGEM DE AREIA,PASSAGEM DE AREIA,PARNAMIRIM,PARNAMIRIM,1,1
,,IDALINO DE ALMEIDA,NICASSIA COSTA DE ARAUJO,COSTA E SILVA,SANTO ANTONIO,MOSSORO,MOSSORO,,
,,WAGNER,VAGNER,DOM JAIME CAMARA,DOM JAIME CAMARA,MOSSORO,MOSSORO,,1
,,R DESEMBARGADOR MOREIRA,DESEMBARGADOR MOREIRA,DIONISIO TORRES,DIONISIO TORRES,FORTALEZA,FORTALEZA,,1
,,HERACLITO DOMINGUES,HERACLITO DOMINGUES,SAO GERARDO,SAO GERARDO,FORTALEZA,FORTALEZA,1,1
,,PRINCIPE DE NASSAU,PRINCEPE DE NASSAU,JARDIM IRACEMA,JD IRACEMA,FORTALEZA,FORTALEZA,,
,,RUA 37 CJ DOS BANCARIOS,37,VILA VELHA,VILA VELHA,FORTALEZA,FORTALEZA,,1
,,L,L,VILA VELHA,VILA VELHA,FORTALEZA,FORTALEZA,1,1
,,R AQUILES BORIS,RUA AQUILES BORIS,MONTESE,MONTESE,FORTALEZA,FORTALEZA,,1
RUA,,ALMIRANTE RUBIM,R ALMIRANTE RUBIM,MONTESE,MONTESE,FORTALEZA,FORTALEZA,,1
RUA,,DOM JOSE LOURENCO,DOM JOSE LOURENCO,PARQUELANDIA,PARQUELANDIA,FORTALEZA,FORTALEZA,1,1
,,R TUPI,TUPI,HENRIQUE JORGE,HENRIQUE JORGE,FORTALEZA,FORTALEZA,,1
,RUA,R SEIXAS CORREIAS,SEIXAS CORREIA DE 411 412 AO FIM,BON SUCESSO,BONSUCESSO,FORTALEZA,FORTALEZA,,
RUA,,NEWTON CRAVEIRO,CONTORNO LESTE,PARQUE IRACEMA,CJ NOVA METROPOLE,FORTALEZA,FORTALEZA,,
,RUA,MARIA AMALIA,MARIA AMALIA,PASSARE,PASSARE,FORTALEZA,FORTALEZA,1,1
RUA,,MUIRA,MUIRA,JANGURUSSU,JANGURUSSU,FORTALEZA,FORTALEZA,1,1
TRAVESSA,,DINIZ,DINIZ,SAO BENTO,SAO BENTO,FORTALEZA,FORTALEZA,1,1
,,ALEXANDRE DOS REIS,JOAQUIM MOTA,ITAMBE,CENTRO,CAUCAIA,CAUCAIA,,
,RUA,CELIO RODRIGUES VIANA,CELIO RODRIGUES VIANA,PQ SOLEDADE,PARQUE SOLEDADE,CAUCAIA,CAUCAIA,,
RUA,,ESTADOS UNIDOS,ESTADOS UNIDOS,PARQUE DAS NACOES,PARQUE DAS NACOES,CAUCAIA,CAUCAIA,1,1
,,SANTO ANTONIO,LAGOA DA SERRA,PRIMAVERA,ZONA RURAL,CAUCAIA,CAUCAIA,,
,AVENIDA,CAPITAO MANUEL MEDEIROS,R 6,PRACINHA,COJ JEREISSAT III,PACATUBA,PACATUBA,,
,,8,CAMPOS FILHO,CAGADO,JACANAU,MARACANAU,MARACANAU,,
,,46,46 CJ JEREISSATI II,JEREISSATTI II,JEREISSATI II,MARACANAU,MARACANAU,,
,,61,61,JEREISSATI II,JEREISSATI I,MARACANAU,MARACANAU,,
,,JOAQUIM AMERICO TEIXEIRA,R JOAQUIM AMERICO TEIXEIRA,BOA VISTA,BOA VISTA,ITAPIPOCA,ITAPIPOCA,,1
,,ANTONIO CRUZ MACEDO,CACHOEIRA,PADRE CICERO,ZONA RURAL,JUAZEIRO DO NORTE,JUAZEIRO DO NORTE,,
,RUA,PRESBITERO JOAO GOMES PINHEIRO,PRESBITERO JOAO GOMES PINHEIRO,AREIAS II,AREIAS,IGUATU,IGUATU,,
RUA,,FLORESTAL,R FLORESTAL,AGUA MINERAL,AGUA MINERAL,TERESINA,TERESINA,,1
,,83 CASA,JACINTA ANDRADE,SANTA M DA CODIPE,SANTA MARIA DA CODI,TERESINA,TERESINA,,
,,PORTO ALEGRE,SANTO EXPEDITO,ESPLANADA,VL IRMA DULCE,TERESINA,TERESINA,,
,,PREFEITO HUGO BASTOS,SERRA DOURADA,VALE QUEM TEM,VALE QUEM TEM,TERESINA,TERESINA,,1
RUA,RUA,SAO LEONARDO,SAO LEONARDO,URUGUAI,URUGUAI,TERESINA,TERESINA,1,1
,,BOA ESPERANCA,SEIS,ITARARE,PARQUE ITARARE,TERESINA,TERESINA,,
,,2 CASA 08 B,3,COLORADO,COLORADO,TERESINA,TERESINA,,1
RUA,,DO CODOZINHO,CODOZINHO,TIRIRICAL,SAO CRISTOVAO,SAO LUIS,SAO LUIS,,
,,RUA 1 DE ABRIL,DA MANGUEIRA,JOAO DE DEUS,MONTE SINAI,SAO LUIS,SAO LUIS,,
RUA,OUTROS,LUIZ DOMINGUES,LUIS DOMINGUES,CENTRO,CENTRO,TIMON,TIMON,,1
,AVENIDA,DEZ,FRANCISCO CARLOS JANSEN,SAO FRANCISCO,PARQUE PIAUI,TIMON,TIMON,,
,,MANOEL VIANA,MANOEL VIANA VAZ,PRQ PIAUI,PARQUE PIAUI,TIMON,TIMON,,
,,FRANCISCO VITURINO DE ASSUNCAO,FRANCISCO VITURINO DE ASSUNCAO,PARQUE PIAUI,PARQUE PIAUI,TIMON,TIMON,1,1
,,AV NAZARE,AV NAZARE,NAZARE,NAZARE,BELEM,BELEM,1,1
AVENIDA,,VISCONDE DE INHAUMA,AV VISCONDE DE INHAUMA CASA 19,PEDREIRA,PEDREIRA,BELEM,BELEM,,1
,TRAVESSA,VILETA,VILETA DE 2003 2004 A 2733 2734,MARCO,MARCO,BELEM,BELEM,,1
,,PSG SAO MARCOS,PASSAGEM SAO MARCOS,MARCO,MARCO,BELEM,BELEM,,1
,,AV DR FREITAS VL RUBY,DR FREITAS,SACRAMENTA,SACRAMENTA,BELEM,BELEM,,1
,,R BARTOLOMEU DE GUSMAO,BARTOLOMEU GUSMAO,CURIO UTINGA,CURIO UTINGA,BELEM,BELEM,,1
,,JULIO CORDEIRO,R JULIO CORDEIRO,CENTRO,AGUAS BRANCAS,ANANINDEUA,ANANINDEUA,,
,,DEBORA CALADRINE,DEBORA CALANDRINE,AGUAS LINDAS,AGUAS LINDAS,ANANINDEUA,ANANINDEUA,,1
,,CIDADE NOVA VI,WE 67,CIDADE NOVA,CIDADE NOVA,ANANINDEUA,ANANINDEUA,,1
,,SANTA MARIA,QUIXADA,ESPERANCA,ESPERANCA,SANTAREM,SANTAREM,,1
AVENIDA,,DJALMA DUTRA,DJALMA DUTRA,CENTRO,CENTRO,ALTAMIRA,ALTAMIRA,1,1
,,GOIAS,GOIAS QUADRA 67 LOTE,GETAT CARIPE,GETAT,TUCURUI,TUCURUI,,
RUA,RUA,10,10,PARK DOS BURITIS,BURITIS I,TUCURUI,TUCURUI,,
,,LUIS GONZAGA,LEBLON,PAZ,PAZ,MARABA,MARABA,,1
,,AL LIBERDADE,LIBERDADE,ESTRELA,ESTRELA,CASTANHAL,CASTANHAL,,1
,,PARINTINS,R VICENTE LAURIA,ALEIXO,ALEIXO,MANAUS,MANAUS,,1
,,R MANAUS,MANAUS,COROADO,COROADO III,MANAUS,MANAUS,,
,,RIO ENDIMARI,MARGINAL B,SAO JOSE OPERARIO,SAO JOSE,MANAUS,MANAUS,,
OUTROS,,TAMOATA,TAMOATA,JORGE TEIXEIRA,JORGE TEIXEIRA,MANAUS,MANAUS,1,1
,,ARTUR NETO,ARTUR NETO,ARMANDO MENDES,ARMANDO MENDES,MANAUS,MANAUS,1,1
,,SANTA CECILIA,SANTA CECILIA,COL ST ANTONIO EST,COL SANTO ANTONIO,MANAUS,MANAUS,,
,,RUA DAS MARRECAS I,DAS MARRECAS,CIDADE DE DEUS,CIDADE DE DEUS,MANAUS,MANAUS,,1
,,ZENAIDE MIRANDA,ZENAIDE MIRANDA,PAULO CORREA,PAULO CORREA,PARINTINS,PARINTINS,1,1
,,GLAUCIO GONCALVES,GLAUCIO GONCALVES,ITAUNA II,ITAUNA II,PARINTINS,PARINTINS,1,1
,,EMAUS,RUA EMAUS,JERUSALEM,JERUSALEM,TEFE,TEFE,,1
,,AURELIO ALENCAR,TRAVESSA SANTO ANTONIO,ROSA LINDA,BOA VISTA SOBRAL,RIO BRANCO,RIO BRANCO,,
RUA,,QUARESMEIRA LOTE 08 RE EPTG BLOCO F,SQB QUADRA 03 BLOCO K APARTAMENTO,GUARA,GUARA,BRASILIA,BRASILIA,,1
QUADRA,,QI 14 BLOCO A,QI,GUARA I,GUARA I,BRASILIA,BRASILIA,,1
QUADRA,,QE 40 CONJUNTO C LOJE 11,QD QE 40 CONJ. C LOTE,GUARA II,GUARA II,BRASILIA,BRASILIA,,1
,,QD QE 40 RUA 05 LOTE,5,GUARA II,GUARA II,BRASILIA,BRASILIA,,1
,,8 CONJUNTO P,08 CONJUNTO P CASA,BSB,PARANOA,BRASILIA,BRASILIA,,
,,29 CJ A CASA,29 CONJUNTO A,PARANOA,PARANOA,BRASILIA,BRASILIA,,1
,QUADRA,103 CONJUNTO 4,103 CONJUNTO 4,SAO SEBASTIAO,SAO SEBASTIAO,BRASILIA,BRASILIA,1,1
,RUA,QS,QS 11 CONJUNTO D,AGUAS CLARAS,AREAL AGUAS CLARAS,BRASILIA,BRASILIA,,
RUA,RUA,6 CHACARA 265 LOTE,06 CHACARA 265B CASA 11C,VICENTE PIRES,VICENTE PIRES,BRASILIA,BRASILIA,,1
,,QNM 03 CONJUNTO H,QNM 3 CONJUNTO E,CEILANDIA SUL,CEILANDIA SUL,BRASILIA,BRASILIA,,1
,,QNN 5 CJ F CS 18,QNN 05 CONJUNTO F CASA,CEILANDIA,CEILANDIA NORTE,BRASILIA,BRASILIA,,
,QUADRA,QR 405 CONJ 21 CASA,QR 405 CONJUNTO 21 LOTE,SAMAMBAIA NORTE,SAMAMBAIA NORTE,BRASILIA,BRASILIA,,1
,,QR 425 CO 13,QR 425 CONJ 13 CASA,QR 425 CO 13,SAMAMBAIA NORTE,BRASILIA,BRASILIA,,
AVENIDA,AVENIDA,BURITI CASA 49 COND ALPHA RESIDENCE,BURITIS,PONTE ALTA NORTE,PONTE ALTA,BRASILIA,BRASILIA,,
,QUADRA,QD 804 CONJUNTO 16 CASA,804 CONJ 16 CASA,RECANTO DAS EMAS,RECANTO DAS EMAS,BRASILIA,BRASILIA,,1
,,1 CONJUNTO D CASA,QD 01 CONJUNTO D,SOBRADINHO,SOBRADINHO,BRASILIA,BRASILIA,,1
